Roster_ID,Year,Num,First_Name,Last_Name,Pos,Height,Weight,DOB,Age,College
3303,2019,28,Kurt,Coleman,DB,"5'11""",208,4/1/1988,31,Ohio State
3304,2019,80,Jason,Croom,TE,"6'5""",246,2/28/1994,25,Tennessee
3305,2019,73,Dion,Dawkins,OL,"6'5""",320,4/26/1994,25,Temple
3306,2019,42,Patrick,DiMarco,RB,"6'1""",234,4/30/1989,30,South Carolina
3307,2019,53,Tyrel,Dodson,LB,"6'2""",240,6/25/1998,21,Texas A&M
3308,2019,86,Nick,Easley,WR,"5'11""",205,1/14/1997,23,Iowa
3309,2019,49,Tremaine,Edmunds,LB,"6'5""",250,5/2/1998,21,Virginia Tech
3310,2019,76,Jon,Feliciano,OL,"6'4""",325,2/10/1992,27,Miami (FL)
3311,2019,69,Reid,Ferguson,DB,"6'2""",235,3/24/1994,25,Louisiana State
3312,2019,70,Cody,Ford,OL,"6'3""",329,12/28/1996,23,Oklahoma
3313,2019,16,Robert,Foster,WR,"6'2""",196,5/7/1994,25,Alabama
3314,2019,20,Frank,Gore,RB,"5'9""",212,5/14/1983,36,Miami (FL)
3315,2019,4,Stephen,Hauschka,K,"6'4""",210,6/29/1985,34,North Carolina State
3316,2019,55,Jerry,Hughes,DL,"6'2""",254,8/13/1988,31,Texas Christian
3317,2019,23,Micah,Hyde,DB,"6'0""",197,12/31/1990,29,Iowa
3318,2019,92,Darryl,Johnson,DL,"6'6""",253,4/4/1997,22,North Carolina A&T
3319,2019,46,Jaquan,Johnson,DB,"5'10""",191,11/13/1995,24,Miami (FL)
3320,2019,29,Kevin,Johnson,DB,"6'0""",185,8/5/1992,27,Wake Forest
3321,2019,24,Taron,Johnson,DB,"5'11""",192,7/27/1996,23,Weber State
3322,2019,11,Zay,Jones,WR,"6'2""",200,3/30/1995,24,East Carolina
3323,2019,50,Vosean,Joseph,LB,"6'2""",213,12/15/1997,22,Florida
3324,2019,88,Dawson,Knox,TE,"6'4""",254,11/14/1996,23,Mississippi
3325,2019,81,Tyler,Kroft,TE,"6'6""",252,10/15/1992,27,Rutgers
3326,2019,90,Shaq,Lawson,DL,"6'3""",267,6/17/1994,25,Clemson
3327,2019,47,Cameron,Lewis,DB,"5'11""",185,4/13/1997,22,Buffalo
3328,2019,94,Corey,Liuget,DL,"6'2""",300,3/18/1990,29,Illinois
3329,2019,61,Spencer,Long,OL,"6'5""",318,11/8/1990,29,Nebraska
3330,2019,98,Star,Lotulelei,DL,"6'2""",315,12/20/1989,30,Utah
3331,2019,56,Mike,Love,DL,"6'3""",255,1/22/1994,25,South Florida
3332,2019,31,Dean,Marlowe,DB,"6'1""",208,7/25/1992,27,James Madison
3333,2019,14,RayRay,McCloud,WR,"5'9""",190,10/15/1996,23,Clemson
3334,2019,19,Isaiah,McKenzie,WR,"5'8""",173,4/9/1995,24,Georgia
3335,2019,58,Matt,Milano,LB,"6'0""",223,7/28/1994,25,Boston College
3336,2019,60,Mitch,Morse,OL,"6'6""",305,4/21/1992,27,Missouri
3337,2019,93,Trent,Murphy,DL,"6'6""",260,12/22/1990,29,Stanford
3338,2019,33,Siran,Neal,DB,"6'0""",206,8/4/1994,25,Jacksonville State
3339,2019,77,Ty,Nsekhe,OL,"6'8""",330,10/27/1985,34,Texas State
3340,2019,91,Ed,Oliver,DL,"6'1""",287,12/12/1997,22,Houston
3341,2019,94,Kyle,Peko,DL,"6'1""",305,7/23/1993,26,Oregon State
3342,2019,32,Senorise,Perry,RB,"6'0""",210,9/19/1991,28,Louisville
3343,2019,46,DelShawn,Phillips,LB,"6'2""",230,10/9/1996,23,Illinois
3344,2019,99,Harrison,Phillips,DL,"6'3""",307,1/25/1996,23,Stanford
3345,2019,97,Jordan,Phillips,DL,"6'6""",341,9/21/1992,27,Oklahoma
3346,2019,21,Jordan,Poyer,DB,"6'0""",191,4/25/1991,28,Oregon State
3347,2019,18,Andre,Roberts,WR,"5'11""",195,1/9/1988,31,Citadel
3348,2019,64,Victor,Salako,OL,"6'6""",335,11/4/1993,26,Oklahoma State
3349,2019,26,Devin,Singletary,RB,"5'7""",203,9/3/1997,22,Florida Atlantic
3350,2019,85,Lee,Smith,TE,"6'6""",265,11/21/1987,32,Marshall
3351,2019,67,Quinton,Spain,OL,"6'4""",330,8/7/1991,28,West Virginia
3352,2019,51,Julian,Stanford,LB,"6'1""",230,9/2/1990,29,Wagner
3353,2019,89,Tommy,Sweeney,TE,"6'4""",251,7/1/1995,24,Boston College
3354,2019,96,Vincent,Taylor,DL,"6'3""",311,1/5/1994,25,Oklahoma State
3355,2019,52,Corey,Thompson,LB,"6'1""",222,12/23/1993,26,Louisiana State
3356,2019,6,Kaare,Vedvik,K,"6'3""",210,3/16/1994,25,Marshall
3357,2019,74,LaAdrian,Waddle,OL,"6'6""",315,7/21/1991,28,Texas Tech
3358,2019,45,Christian,Wade,RB,"5'8""",190,5/15/1991,28,None
3359,2019,39,Levi,Wallace,DB,"6'0""",179,6/12/1995,24,Alabama
3360,2019,7,Davis,Webb,QB,"6'5""",229,1/22/1995,24,California
3361,2019,27,TreDavious,White,DB,"5'11""",192,1/16/1995,24,Louisiana State
3362,2019,82,Duke,Williams,WR,"6'3""",225,5/13/1993,27,Auburn
3363,2019,76,Jonathan,Woodard,DL,"6'5""",271,9/19/1993,26,Central Arkansas
3364,2019,22,TJ,Yeldon,RB,"6'1""",223,10/2/1993,26,Alabama
3218,2018,57,Lorenzo,Alexander,LB,"6'1""",245,5/31/1983,35,California
3219,2018,17,Josh,Allen,QB,"6'5""",240,5/21/1996,22,Wyoming
3220,2018,3,Derek,Anderson,QB,"6'6""",235,6/15/1983,35,Oregon State
3221,2018,5,Matt,Barkley,QB,"6'2""",227,9/8/1990,28,Southern California
3222,2018,13,Kelvin,Benjamin,WR,"6'5""",245,2/5/1991,27,Florida State
3223,2018,66,Russell,Bodine,OL,"6'3""",308,6/30/1992,26,North Carolina
3224,2018,65,Ike,Boettger,OL,"6'6""",307,10/5/1994,24,Iowa
3225,2018,9,Corey,Bojorquez,P,"6'0""",200,9/13/1996,22,New Mexico
3226,2018,13,Victor,Bolden,WR,"5'8""",178,4/4/1995,23,Oregon State
3227,2018,20,Rafael,Bush,DB,"5'11""",205,5/12/1987,31,South Carolina State
3228,2018,85,Charles,Clay,TE,"6'3""",255,2/13/1989,29,Tulsa
3229,2018,80,Jason,Croom,TE,"6'5""",246,2/28/1994,24,Tennessee
3230,2018,8,Matt,Darr,P,"6'1""",220,7/2/1992,26,Tennessee
3231,2018,22,Vontae,Davis,DB,"5'11""",207,5/27/1988,30,Illinois
3232,2018,73,Dion,Dawkins,OL,"6'5""",320,4/26/1994,24,Temple
3233,2018,42,Patrick,DiMarco,RB,"6'1""",234,4/30/1989,29,South Carolina
3234,2018,62,Vladimir,Ducasse,OL,"6'5""",329,10/15/1987,31,Massachusetts
3235,2018,49,Tremaine,Edmunds,LB,"6'5""",250,5/2/1998,20,Virginia Tech
3236,2018,69,Reid,Ferguson,DB,"6'2""",244,3/24/1994,24,Louisiana State
3237,2018,35,Keith,Ford,RB,"5'11""",215,4/18/1994,24,Texas A&M
3238,2018,16,Robert,Foster,WR,"6'2""",194,5/7/1994,24,Alabama
3239,2018,28,Phillip,Gaines,DB,"6'0""",193,4/4/1991,27,Rice
3240,2018,72,Ryan,Groy,OL,"6'5""",320,9/30/1990,28,Wisconsin
3241,2018,4,Stephen,Hauschka,K,"6'4""",210,6/29/1985,33,North Carolina State
3242,2018,18,Andre,Holmes,WR,"6'4""",210,6/16/1988,30,Hillsdale
3243,2018,55,Jerry,Hughes,DL,"6'2""",254,8/13/1988,30,Texas Christian
3244,2018,50,Ramon,Humber,LB,"5'11""",232,8/10/1987,31,North Dakota State
3245,2018,23,Micah,Hyde,DB,"6'0""",197,12/31/1990,28,Iowa
3246,2018,33,Chris,Ivory,RB,"6'0""",223,3/22/1988,30,Tiffin
3247,2018,36,Dontae,Johnson,DB,"6'2""",200,12/1/1991,27,North Carolina State
3248,2018,24,Taron,Johnson,DB,"6'0""",185,7/27/1996,22,Weber State
3249,2018,26,Taiwan,Jones,RB,"6'0""",195,7/26/1988,30,Eastern Washington
3250,2018,11,Zay,Jones,WR,"6'2""",200,3/30/1995,23,East Carolina
3251,2018,10,Jeremy,Kerley,WR,"5'9""",188,11/8/1988,30,Texas Christian
3252,2018,44,Deon,Lacey,LB,"6'3""",235,7/18/1990,28,West Alabama
3253,2018,90,Shaq,Lawson,DL,"6'3""",267,6/17/1994,24,Clemson
3254,2018,88,Khari,Lee,TE,"6'4""",253,1/16/1992,26,Bowie State
3255,2018,38,Ryan,Lewis,DB,"6'0""",200,4/15/1994,24,Pittsburgh
3256,2018,98,Star,Lotulelei,DL,"6'2""",315,12/20/1989,29,Utah
3257,2018,56,Mike,Love,DL,"6'4""",266,1/22/1994,24,South Florida
3258,2018,31,Dean,Marlowe,DB,"6'1""",205,7/25/1992,26,James Madison
3259,2018,14,RayRay,McCloud,WR,"5'10""",180,10/15/1996,22,Clemson
3260,2018,25,LeSean,McCoy,RB,"5'11""",210,7/12/1988,30,Pittsburgh
3261,2018,68,Conor,McDermott,OL,"6'8""",305,10/19/1992,26,UCLA
3262,2018,19,Isaiah,McKenzie,WR,"5'7""",173,4/9/1995,23,Georgia
3263,2018,58,Matt,Milano,LB,"6'0""",223,7/28/1994,24,Boston College
3264,2018,76,John,Miller,OL,"6'3""",315,8/12/1993,25,Louisville
3265,2018,79,Jordan,Mills,OL,"6'5""",316,12/24/1990,28,Louisiana Tech
3266,2018,45,Marcus,Murphy,RB,"5'9""",195,10/3/1991,27,Missouri
3267,2018,93,Trent,Murphy,DL,"6'6""",259,12/22/1990,28,Stanford
3268,2018,29,Siran,Neal,DB,"6'1""",205,8/4/1994,24,Jacksonville State
3269,2018,71,Marshall,Newhouse,OL,"6'4""",328,9/29/1988,30,Texas Christian
3270,2018,53,Nate,Orchard,DL,"6'4""",255,1/5/1993,25,Utah
3271,2018,2,Nathan,Peterman,QB,"6'2""",225,5/4/1994,24,Pittsburgh
3272,2018,87,Cam,Phillips,WR,"6'0""",202,12/16/1995,23,Virginia Tech
3273,2018,99,Harrison,Phillips,DL,"6'4""",295,1/25/1996,22,Stanford
3274,2018,97,Jordan,Phillips,DL,"6'6""",333,9/21/1992,26,Oklahoma
3275,2018,30,Lafayette,Pitts,DB,"5'11""",194,9/24/1992,26,Pittsburgh
3276,2018,21,Jordan,Poyer,DB,"6'0""",191,4/25/1991,27,Oregon State
3277,2018,10,Terrelle,Pryor,WR,"6'4""",228,6/20/1989,29,Ohio State
3278,2018,37,Denzel,Rice,DB,"6'0""",196,3/31/1993,25,Coastal Carolina
3279,2018,6,Colton,Schmidt,P,"5'11""",224,10/27/1990,28,California-Davis
3280,2018,15,DaMari,Scott,WR,"6'1""",210,8/8/1995,23,Fresno State
3281,2018,74,Jeremiah,Sirles,OL,"6'6""",315,8/8/1991,27,Nebraska
3282,2018,51,Julian,Stanford,LB,"6'1""",230,9/2/1990,28,Wagner
3283,2018,75,Wyatt,Teller,OL,"6'5""",315,11/21/1994,24,Virginia Tech
3284,2018,82,Logan,Thomas,TE,"6'6""",250,7/1/1991,27,Virginia Tech
3285,2018,98,Robert,Thomas,DL,"6'1""",331,2/18/1991,27,Arkansas
3286,2018,52,Corey,Thompson,LB,"6'2""",228,12/23/1993,25,Louisiana State
3287,2018,10,Deonte,Thompson,WR,"6'0""",204,2/14/1989,29,Florida
3288,2018,47,Levi,Wallace,DB,"6'0""",183,6/12/1995,23,Alabama
3289,2018,92,Adolphus,Washington,DL,"6'4""",295,11/24/1992,24,Ohio State
3290,2018,27,TreDavious,White,DB,"5'11""",192,1/16/1995,23,Louisiana State
3291,2018,95,Kyle,Williams,DL,"6'1""",303,6/10/1983,35,Louisiana State
3292,2018,54,Eddie,Yarbrough,DL,"6'3""",259,4/24/1993,25,Wyoming
3153,2017,57,Lorenzo,Alexander,LB,"6'1""",245,5/31/1983,34,California
3154,2017,33,Colt,Anderson,DB,"5'10""",195,10/25/1985,32,Montana
3155,2017,22,Joe,Banyard,RB,"5'10""",223,11/12/1988,29,Texas-El Paso
3156,2017,13,Kelvin,Benjamin,WR,"6'5""",245,2/5/1991,26,Florida State
3157,2017,29,Robert,Blanton,DB,"6'1""",200,9/7/1989,28,Notre Dame
3158,2017,41,Breon,Borders,DB,"6'0""",189,7/22/1995,22,Duke
3159,2017,52,Preston,Brown,LB,"6'1""",251,10/27/1992,25,Louisville
3160,2017,39,Travaris,Cadet,RB,"6'1""",210,2/1/1989,28,Appalachian State
3161,2017,75,Cap,Capi,DL,"6'3""",249,7/11/1992,25,Akron
3162,2017,85,Charles,Clay,TE,"6'3""",255,2/13/1989,28,Tulsa
3163,2017,13,Kaelin,Clay,WR,"5'10""",195,1/2/1992,25,Utah
3164,2017,98,Deandre,Coleman,DL,"6'5""",341,1/27/1991,26,California
3165,2017,99,Marcell,Dareus,DL,"6'3""",331,3/13/1990,27,Alabama
3166,2017,56,Ryan,Davis,DL,"6'2""",260,2/24/1989,28,Bethune-Cookman
3167,2017,73,Dion,Dawkins,OL,"6'5""",320,4/26/1994,23,Temple
3168,2017,42,Patrick,DiMarco,RB,"6'1""",234,4/30/1989,28,South Carolina
3169,2017,62,Vladimir,Ducasse,OL,"6'5""",329,10/15/1987,30,Massachusetts
3170,2017,36,Trae,Elston,DB,"6'0""",190,2/16/1994,23,Mississippi
3171,2017,69,Reid,Ferguson,DB,"6'2""",244,3/24/1994,23,Louisiana State
3172,2017,28,EJ,Gaines,DB,"5'10""",185,2/23/1992,25,Missouri
3173,2017,77,Cordy,Glenn,OL,"6'6""",345,9/18/1989,28,Georgia
3174,2017,72,Ryan,Groy,OL,"6'5""",320,9/30/1990,27,Wisconsin
3175,2017,94,Rickey,Hatley,DL,"6'4""",320,3/29/1994,23,Missouri
3176,2017,4,Stephen,Hauschka,K,"6'4""",210,6/29/1985,32,North Carolina State
3177,2017,66,Seantrel,Henderson,OL,"6'7""",331,1/21/1992,25,Miami (FL)
3178,2017,18,Andre,Holmes,WR,"6'4""",210,6/16/1988,29,Hillsdale
3179,2017,55,Jerry,Hughes,DL,"6'2""",254,8/13/1988,29,Texas Christian
3180,2017,50,Ramon,Humber,LB,"5'11""",232,8/10/1987,30,North Dakota State
3181,2017,23,Micah,Hyde,DB,"6'0""",197,12/31/1990,27,Iowa
3182,2017,64,Richie,Incognito,OL,"6'4""",322,7/5/1983,34,Nebraska
3183,2017,24,Leonard,Johnson,DB,"5'10""",194,3/30/1990,27,Iowa State
3184,2017,26,Taiwan,Jones,RB,"6'0""",195,7/26/1988,29,Eastern Washington
3185,2017,11,Zay,Jones,WR,"6'2""",200,3/30/1995,22,East Carolina
3186,2017,44,Deon,Lacey,LB,"6'3""",235,7/18/1990,27,West Alabama
3187,2017,90,Shaq,Lawson,DL,"6'3""",267,6/17/1994,23,Clemson
3188,2017,88,Khari,Lee,TE,"6'4""",253,1/16/1992,25,Bowie State
3189,2017,31,Greg,Mabin,DB,"6'2""",200,6/25/1994,23,Iowa
3190,2017,87,Jordan,Matthews,WR,"6'3""",212,7/16/1992,25,Vanderbilt
3191,2017,25,LeSean,McCoy,RB,"5'11""",210,7/12/1988,29,Pittsburgh
3192,2017,68,Conor,McDermott,OL,"6'8""",305,10/19/1992,25,UCLA
3193,2017,58,Matt,Milano,LB,"6'0""",223,7/28/1994,23,Boston College
3194,2017,76,John,Miller,OL,"6'3""",315,8/12/1993,24,Louisville
3195,2017,79,Jordan,Mills,OL,"6'5""",316,12/24/1990,27,Louisiana Tech
3196,2017,45,Marcus,Murphy,RB,"5'9""",195,10/3/1991,26,Missouri
3197,2017,84,Nick,OLeary,TE,"6'3""",252,8/31/1992,25,Florida State
3198,2017,2,Nathan,Peterman,QB,"6'2""",225,5/4/1994,23,Pittsburgh
3199,2017,30,Lafayette,Pitts,DB,"5'11""",194,9/24/1992,25,Pittsburgh
3200,2017,21,Jordan,Poyer,DB,"6'0""",191,4/25/1991,26,Oregon State
3201,2017,6,Colton,Schmidt,P,"5'11""",224,10/27/1990,27,California-Davis
3202,2017,15,Brandon,Tate,WR,"6'1""",195,10/5/1987,30,North Carolina
3203,2017,5,Tyrod,Taylor,QB,"6'1""",215,8/3/1989,28,Virginia Tech
3204,2017,82,Logan,Thomas,TE,"6'6""",250,7/1/1991,26,Virginia Tech
3205,2017,29,Shamarko,Thomas,DB,"5'9""",217,2/23/1991,26,Syracuse
3206,2017,10,Deonte,Thompson,WR,"6'0""",204,2/14/1989,28,Florida
3207,2017,91,Cedric,Thornton,DL,"6'4""",295,6/21/1988,29,Southern Arkansas
3208,2017,35,Mike,Tolbert,RB,"5'9""",250,11/23/1985,32,Coastal Carolina
3209,2017,40,Tanner,Vallejo,LB,"6'1""",228,12/16/1994,23,Boise State
3210,2017,92,Adolphus,Washington,DL,"6'4""",295,11/24/1992,23,Ohio State
3211,2017,14,Joe,Webb,QB,"6'4""",230,11/14/1986,31,Alabama-Birmingham
3212,2017,27,TreDavious,White,DB,"5'11""",192,1/16/1995,22,Louisiana State
3213,2017,95,Kyle,Williams,DL,"6'1""",303,6/10/1983,34,Louisiana State
3214,2017,70,Eric,Wood,OL,"6'4""",310,3/18/1986,31,Louisville
3215,2017,94,Jerel,Worthy,DL,"6'2""",300,4/28/1990,27,Michigan State
3216,2017,20,Shareece,Wright,DB,"5'11""",184,4/8/1987,30,Southern California
3217,2017,54,Eddie,Yarbrough,DL,"6'3""",259,4/24/1993,24,Wyoming
3085,2016,49,Bryson,Albright,LB,"6'5""",235,3/15/1994,22,Miami (OH)
3086,2016,57,Lorenzo,Alexander,LB,"6'1""",245,5/31/1983,33,California
3087,2016,33,Colt,Anderson,DB,"5'10""",195,10/25/1985,31,Montana
3088,2016,26,Robert,Blanton,DB,"6'1""",200,9/7/1989,27,Notre Dame
3089,2016,52,Preston,Brown,LB,"6'1""",251,10/27/1992,24,Louisville
3090,2016,38,Sergio,Brown,DB,"6'2""",207,5/22/1988,28,Notre Dame
3091,2016,53,Zach,Brown,LB,"6'1""",251,10/23/1989,27,North Carolina
3092,2016,97,Corbin,Bryant,DL,"6'4""",300,1/4/1988,28,Northwestern
3093,2016,22,Reggie,Bush,RB,"6'0""",205,3/2/1985,31,Southern California
3094,2016,2,Dan,Carpenter,K,"6'2""",228,11/25/1985,31,Montana
3095,2016,87,Gerald,Christian,TE,"6'3""",250,8/26/1991,25,Louisville
3096,2016,85,Charles,Clay,TE,"6'3""",255,2/13/1989,27,Tulsa
3097,2016,98,Deandre,Coleman,DL,"6'5""",341,1/27/1991,25,California
3098,2016,28,Ronald,Darby,DB,"5'11""",193,1/2/1994,22,Florida State
3099,2016,99,Marcell,Dareus,DL,"6'3""",331,3/13/1990,26,Alabama
3100,2016,91,Leger,Douzable,DL,"6'4""",284,5/31/1986,30,Central Florida
3101,2016,82,Jim,Dray,TE,"6'5""",255,12/31/1986,30,Stanford
3102,2016,42,Jerome,Felton,RB,"6'0""",248,7/3/1986,30,Furman
3103,2016,37,Shamiel,Gary,DB,"6'0""",217,5/31/1990,26,Oklahoma State
3104,2016,4,Jordan,Gay,K,"6'0""",200,3/29/1990,26,Centre
3105,2016,35,Mike,Gillislee,RB,"5'11""",219,11/1/1990,26,Florida
3106,2016,24,Stephon,Gilmore,DB,"6'1""",190,9/19/1990,26,South Carolina
3107,2016,77,Cordy,Glenn,OL,"6'6""",345,9/18/1989,27,Georgia
3108,2016,88,Marquise,Goodwin,WR,"5'9""",179,11/19/1990,26,Texas
3109,2016,20,Corey,Graham,DB,"6'0""",196,7/25/1985,31,New Hampshire
3110,2016,48,Glenn,Gronkowski,RB,"6'3""",234,3/25/1993,23,Kansas State
3111,2016,72,Ryan,Groy,OL,"6'5""",320,9/30/1990,26,Wisconsin
3112,2016,11,Percy,Harvin,WR,"5'11""",184,5/28/1988,28,Florida
3113,2016,66,Seantrel,Henderson,OL,"6'7""",331,1/21/1992,24,Miami (FL)
3114,2016,55,Jerry,Hughes,LB,"6'2""",254,8/13/1988,28,Texas Christian
3115,2016,50,Ramon,Humber,LB,"5'11""",232,8/10/1987,29,North Dakota State
